Time,Fermentation volume,Dissolved oxygen concentration,Dissolved CO2 concentration,Reactor temperature,pH,Feed rate,Feed temperature,Agitator power,Cooling/heating medium flow rate,Cumulative base flow,Cumulative acid flow,Fermentation volume prior1,Dissolved oxygen concentration prior1,Dissolved CO2 concentration prior1,Reactor temperature prior1,pH prior1,Feed rate prior1,Feed temperature prior1,Agitator power prior1,Cooling/heating medium flow rate prior1,Cumulative base flow prior1,Cumulative acid flow prior1,Fermentation volume prior2,Dissolved oxygen concentration prior2,Dissolved CO2 concentration prior2,Reactor temperature prior2,pH prior2,Feed rate prior2,Feed temperature prior2,Agitator power prior2,Cooling/heating medium flow rate prior2,Cumulative base flow prior2,Cumulative acid flow prior2
99.96704727030632,103.15534665446071,1.1067124001331528,2.1123149134486385,298.015807256991,5.005419274300897,0.05984685086551361,296.0270472703063,29.942952729693687,43.677748002687224,0.0038204809454059443,6.1400000000000005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.2769289382148,104.05201535530894,1.09967677654463,2.213835017391879,298.02078681464445,5.0114644691074,0.06032239854232942,295.947677654463,29.973781679637195,52.49908729512256,0.004227015431505465,6.160000000000001e-06,103.15534665446069,1.1067124001331488,2.112314913448621,298.015807256991,5.005419274300874,0.05984685086547925,296.02704727030624,29.942952729693637,43.67774800268722,0.0038204809454037703,6.140000004289936e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.37095602931421,104.29193824117257,1.1031367088606017,2.1878632578260993,297.99191205862843,4.994643404397132,0.06004,295.95573617588525,29.94521985342897,54.12960859430726,0.004317004340439462,6.226000000000002e-06,104.0520153553089,1.09967677654462,2.2138350173918497,298.02078681464434,5.011464469107365,0.06032239854229804,295.94767765446295,29.97378167963714,52.49908729512254,0.004227015431502834,6.160000005861477e-06,103.15534665446069,1.1067124001331488,2.112314913448621,298.015807256991,5.005419274300874,0.05984685086547925,296.02704727030624,29.942952729693637,43.67774800268722,0.0038204809454037703,6.140000004289936e-06
182.13608117098983,105.93961756487032,1.1008358283430126,2.4856011310749713,298.01175648703054,4.995844644044395,0.06016506653361722,296.09236526945415,30.15750166331144,65.03119760510984,0.004782048649367841,8.474e-06,104.29193824117255,1.1031367088605961,2.1878632578260815,297.9919120586284,4.994643404397111,0.060039999999985216,295.9557361758852,29.945219853428934,54.129608594307236,0.004317004340429864,6.226000004161403e-06,104.0520153553089,1.09967677654462,2.2138350173918497,298.02078681464434,5.011464469107365,0.06032239854229804,295.94767765446295,29.97378167963714,52.49908729512254,0.004227015431502834,6.160000005861477e-06
218.35321345321103,107.15550359640369,1.0966071928073393,2.507110223119252,297.956786546789,4.986714618715595,0.06005321345321102,295.9941125541284,29.856606726605506,66.4982717284401,0.004988778561438614,2.3528000000000006e-05,105.93961756487026,1.1008358283430113,2.4856011310749544,298.01175648703054,4.995844644044381,0.060165066533603095,296.0923652694541,30.157501663311383,65.03119760510984,0.004782048649356135,8.474000003783067e-06,104.29193824117255,1.1031367088605961,2.1878632578260815,297.9919120586284,4.994643404397111,0.060039999999985216,295.9557361758852,29.945219853428934,54.129608594307236,0.004317004340429864,6.226000004161403e-06
259.2259112809448,108.5069,1.0966522179763811,2.554162485464368,298.0166007642514,5.002753613558843,0.05999275793322656,295.9886210333867,29.96886692141713,73.91214985916652,0.005131799999999877,6.416711280944746e-05,107.15550359640363,1.0966071928073315,2.5071102231192133,297.95678654678886,4.986714618715554,0.06005321345317993,295.9941125541283,29.856606726605442,66.49827172844009,0.004988778561427154,2.3528000003325555e-05,105.93961756487026,1.1008358283430113,2.4856011310749544,298.01175648703054,4.995844644044381,0.060165066533603095,296.0923652694541,30.157501663311383,65.03119760510984,0.004782048649356135,8.474000003783067e-06
280.08235392320836,109.1920589315529,1.0943000834727072,2.624824707849985,298.03882303839583,4.996823873122913,0.06024409849743774,296.0946994991459,30.070592654437444,77.8640567610841,0.005183859999999748,9.308023539232074e-05,108.50689999999997,1.096652217976378,2.554162485464337,298.01660076425134,5.002753613558805,0.05999275793320269,295.9886210333866,29.96886692141708,73.9121498591665,0.005131799999996828,6.416711281681531e-05,107.15550359640363,1.0966071928073315,2.5071102231192133,297.95678654678886,4.986714618715554,0.06005321345317993,295.9941125541283,29.856606726605442,66.49827172844009,0.004988778561427154,2.3528000003325555e-05
341.7238144329966,111.19928608247477,1.0977329896902388,2.526597938181592,298.00335051548814,4.987572164949489,0.05961396907238922,295.9495360824915,30.01572164949489,76.84309278517505,0.005304555257731417,0.00021277999999999884,109.19205893155285,1.0943000834727037,2.624824707849971,298.03882303839583,4.996823873122895,0.060244098497409304,296.09469949914586,30.070592654437384,77.8640567610841,0.005183859999995669,9.308023539850163e-05,108.50689999999997,1.096652217976378,2.554162485464337,298.01660076425134,5.002753613558805,0.05999275793320269,295.9886210333866,29.96886692141708,73.9121498591665,0.005131799999996828,6.416711281681531e-05
374.1786851326637,112.24728685132665,1.0970525946934537,2.606308026082385,297.953944602009,5.008211079598193,0.05986820123519181,295.9752594693454,30.00553645930021,74.4176789567046,0.005356139999999308,0.00028693771633577956,111.19928608247471,1.097732989690238,2.526597938181565,298.00335051548797,4.987572164949467,0.059613969072361606,295.94953608249153,30.015721649494846,76.84309278517507,0.005304555257727522,0.0002127800000032154,109.19205893155285,1.0943000834727037,2.624824707849971,298.03882303839583,4.996823873122895,0.060244098497409304,296.09469949914586,30.070592654437384,77.8640567610841,0.005183859999995669,9.308023539850163e-05
445.98707094203144,114.51930606413049,1.0965556072468945,2.5842299383819176,298.048787173906,4.994474829710969,0.060144748297109696,295.960606413047,30.048283768125355,80.81388934732496,0.005452519999999014,0.0004703663638478271,112.24728685132666,1.0970525946934526,2.606308026082356,297.9539446020089,5.008211079598174,0.0598682012351599,295.9752594693453,30.005536459300178,74.4176789567046,0.005356139999996415,0.0002869377163372544,111.19928608247471,1.097732989690238,2.526597938181565,298.00335051548797,4.987572164949467,0.059613969072361606,295.94953608249153,30.015721649494846,76.84309278517507,0.005304555257727522,0.0002127800000032154
